level_0,Action,Documentary,Adventure,Comedy,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Animation,Language,combined_features,title,id,popularity,keywords,index
123621,,,,,Drama,,,,,,Mystery,,,,,,,,English,    Drama      Mystery        English elves assassin technology mutant world war ii magic nazi fairy post-apocalyptic future twin brother sword fight surrealism rotoscoping brainwashing robot ,Wizards,16220,9.311,elves assassin technology mutant world war ii magic nazi fairy post-apocalyptic future twin brother sword fight surrealism rotoscoping brainwashing robot ,1452
123725,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign small town sports ice hockey team owner ,Slap Shot,11590,12.098,small town sports ice hockey team owner ,1453
123824,,,,Comedy,,,,,,,,Romance,,,,,,,English,   Comedy        Romance       English stewardess pilot airplane hijacking u.s. navy painting bermuda triangle sequel rescue airplane hijacking disaster underwater art thief millionaire philanthropist card playing airliner disaster movie inspired by novel or book scuba diver ,Airport '77,7227,12.514,stewardess pilot airplane hijacking u.s. navy painting bermuda triangle sequel rescue airplane hijacking disaster underwater art thief millionaire philanthropist card playing airliner disaster movie inspired by novel or book scuba diver ,1454
123829,,,,,Drama,,,History,,,,,,,,,,,Foreign,    Drama   History           Foreign dream sequence cartoon bear ,The Many Adventures of Winnie the Pooh,250480,22.479,dream sequence cartoon bear ,1455
123862,Action,,Adventure,,Drama,,,,,,,,,,Thriller,,,,English,Action  Adventure  Drama          Thriller    English based on novel or book virgin kiss erotic movie ,Bilitis,50435,12.583,based on novel or book virgin kiss erotic movie ,1456
123902,,,,,,,,,,,,,,,,,,,English,                  English baby mutant claustrophobia nightmare parents-in-law pencil eraser surrealism torture parallel world cult film ,Eraserhead,985,10.49,baby mutant claustrophobia nightmare parents-in-law pencil eraser surrealism torture parallel world cult film ,1457
123959,,Documentary,,,,,,History,,,,,,,,,,,English, Documentary      History           English new york city tennis cocaine narration neurosis comedian job interview sports love romantic comedy singer breaking the fourth wall volkswagen beetle lobster ,Annie Hall,703,18.472,new york city tennis cocaine narration neurosis comedian job interview sports love romantic comedy singer breaking the fourth wall volkswagen beetle lobster ,1458
123962,,,,Comedy,,,,,,,,,,,,,,,English,   Comedy               English parent child relationship dream new love village weltverbesserer cult film lewis carroll ,Jabberwocky,11834,12.161,parent child relationship dream new love village weltverbesserer cult film lewis carroll ,1459
123985,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign crime fighter police police everyday life police academy ,Crime Busters,11689,14.695,crime fighter police police everyday life police academy ,1460
124050,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign artificial intelligence man vs machine rape technology computer ,Demon Seed,18775,10.499,artificial intelligence man vs machine rape technology computer ,1461
124057,,,,,,,,,,,,,,,,,,,Foreign,"                  Foreign vampire montreal, canada motorcycle crash murder motorcycle surgery rabies accident ",Rabid,29437,16.614,"vampire montreal, canada motorcycle crash murder motorcycle surgery rabies accident ",1462
124070,Action,,,,,,,,,,,,,,,,,Animation,Foreign,Action                 Animation Foreign california avant-garde desert expectant mother still birth shooting range ,3 Women,41662,10.622,california avant-garde desert expectant mother still birth shooting range ,1463
124205,Action,,,Comedy,,Family,,,,,,,,,,,,,Foreign,Action   Comedy  Family             Foreign california rape based on novel or book hostage psychopath hostage-taking murder hitchhiker road movie rape and revenge ,Hitch Hike,54523,10.312,california rape based on novel or book hostage psychopath hostage-taking murder hitchhiker road movie rape and revenge ,1464
124224,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English based on novel or book wyoming, usa saloon buffalo native american shootout gunfight wild bill hickok ",The White Buffalo,47914,9.548,"based on novel or book wyoming, usa saloon buffalo native american shootout gunfight wild bill hickok ",1465
124303,,,,Comedy,,,,,,,,Romance,,,,,,,English,   Comedy        Romance       English small town supernatural desert ,The Car,24655,15.636,small town supernatural desert ,1466
124332,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign love triangle cave summer residence forest growing up teenage sexuality ,Playing with Love,46853,16.534,love triangle cave summer residence forest growing up teenage sexuality ,1467
124347,,Documentary,,,,,,,,,,,,,,,,,Foreign," Documentary                 Foreign rome, italy fascism housewife benito mussolini male homosexuality neighbor 1930s ",A Special Day,42229,10.687,"rome, italy fascism housewife benito mussolini male homosexuality neighbor 1930s ",1468
124378,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign android galaxy hermit smuggling (contraband) death star lightsaber rescue mission empire rebellion planet the force space opera galactic war stormtrooper totalitarianism ,Star Wars,11,98.919,android galaxy hermit smuggling (contraband) death star lightsaber rescue mission empire rebellion planet the force space opera galactic war stormtrooper totalitarianism ,1469
124385,,,,,,,,,,,,Romance,,,,,,,Foreign,           Romance       Foreign dancer sheriff 1970s texas anti hero speed bride beer friendship smuggling (contraband) hamburger biker road trip cop truck money escape double cross driver road movie absurdism radio cb coca cola transparent ,Smokey and the Bandit,11006,14.067,dancer sheriff 1970s texas anti hero speed bride beer friendship smuggling (contraband) hamburger biker road trip cop truck money escape double cross driver road movie absurdism radio cb coca cola transparent ,1470
124392,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign delusion pubic hair cannibal homeless shelter lesbian ,Desperate Living,14262,9.085,delusion pubic hair cannibal homeless shelter lesbian ,1471
124528,,,,Comedy,,,,,,,,Romance,,,,,,,Foreign,   Comedy        Romance       Foreign bomb terrorist fbi blackmail investigation inspector disaster amusement park bomb squad rollercoaster sensurround ,Rollercoaster,10670,10.746,bomb terrorist fbi blackmail investigation inspector disaster amusement park bomb squad rollercoaster sensurround ,1472
124554,,,,Comedy,,,,,,,,,,,,,,,English,   Comedy               English rape mutation government murder cannibal dog desert cult film camper set on fire ,The Hills Have Eyes,12262,15.345,rape mutation government murder cannibal dog desert cult film camper set on fire ,1473
124556,,,,,Drama,,,,,,,,,TV Movie,,,,,Foreign,    Drama         TV Movie     Foreign netherlands world war ii bridge allies army based on true story mission tank soldier 1940s ,A Bridge Too Far,5902,14.639,netherlands world war ii bridge allies army based on true story mission tank soldier 1940s ,1474
124573,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English exorcism religion and supernatural examination pact with the devil possession priest devil catholic church demonic possession locust supernatural horror ,Exorcist II: The Heretic,11586,26.679,exorcism religion and supernatural examination pact with the devil possession priest devil catholic church demonic possession locust supernatural horror ,1475
124590,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign kidnapping mouse baby-snatching bottle rescue energy rescue mission mole tide ,The Rescuers,11319,23.202,kidnapping mouse baby-snatching bottle rescue energy rescue mission mole tide ,1476
124599,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign new york city jazz saxophonist falling in love ,"New York, New York",12637,10.758,new york city jazz saxophonist falling in love ,1477
124619,,Documentary,,,,,,,,Music,,,,,,,,,English," Documentary        Music         English paris, france monte carlo car race car mechanic sequel diamond theft volkswagen beetle smart car monte carlo rally the love bug ",Herbie Goes to Monte Carlo,14140,12.73,"paris, france monte carlo car race car mechanic sequel diamond theft volkswagen beetle smart car monte carlo rally the love bug ",1478
124620,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English dynamite explosive car journey nicaragua nitroglycerin criminal bandit rope bridge existentialism dangerous mission ,Sorcerer,38985,24.088,dynamite explosive car journey nicaragua nitroglycerin criminal bandit rope bridge existentialism dangerous mission ,1479
124630,,,,,Drama,,,,,,,Romance,,,,,,,Foreign,    Drama       Romance       Foreign cheating sister marriage love ,The Call of Sex,105666,25.685,cheating sister marriage love ,1480
124705,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign submarine england assassination spy cairo sea terrorist egypt mass murder pyramid secret intelligence service kgb villain nuclear missile tanker sphinx sardinia, italy warhead jet ski utopia secret agent murder shark killer british secret service snow skiing ",The Spy Who Loved Me,691,21.148,"submarine england assassination spy cairo sea terrorist egypt mass murder pyramid secret intelligence service kgb villain nuclear missile tanker sphinx sardinia, italy warhead jet ski utopia secret agent murder shark killer british secret service snow skiing ",1481
124706,,,,,Drama,Family,,,,,,,,,,,,,English,    Drama Family             English mistake in person plan royalty twins palace intrigue ,The Man in the Iron Mask,4199,9.512,mistake in person plan royalty twins palace intrigue ,1482
124721,,,,,,,,,,,,,,,Thriller,,,,English,              Thriller    English world war ii nazi biography republic of weimar media manipulation nazism 1920s 1940s nazi propaganda 1930s eve of world war ii ,Hitler: A Career,60378,15.635,world war ii nazi biography republic of weimar media manipulation nazism 1920s 1940s nazi propaganda 1930s eve of world war ii ,1483
124742,,,,,,,,,,,,,,,,,,Animation,English,                 Animation English experiment mutant island genetics hybrid remake ,The Island of Dr. Moreau,26932,13.628,experiment mutant island genetics hybrid remake ,1484
124754,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign monster stepmother walrus arctic polar circle region stop motion minotaur seagull potion wasp baboon sailor saber-toothed tiger ghoul troglodyte sword and sorcery 8th century ,Sinbad and the Eye of the Tiger,11940,19.947,monster stepmother walrus arctic polar circle region stop motion minotaur seagull potion wasp baboon sailor saber-toothed tiger ghoul troglodyte sword and sorcery 8th century ,1485
124777,,,,,Drama,,,,,,,Romance,,,,,,,English,    Drama       Romance       English ship whale marine biologist newfoundland and labrador killer whale animal horror ,Orca,12707,22.523,ship whale marine biologist newfoundland and labrador killer whale animal horror ,1486
